geo_id,prompt
1573,"The latitude and longitude of the POI are 40.744606 North and 73.996768 West.
 The POI is located at 225 West 23rd Street. The postcode of the POI is 10011."
1574,"The latitude and longitude of the POI are 40.727296 North and 73.986291 West.
 The POI is located at 79 East 7th Street. The postcode of the POI is 10003."
1575,"The latitude and longitude of the POI are 40.729314 North and 73.989302 West.
 The POI is located at 7 Saint Marks Place. The postcode of the POI is 10003."
1576,"The latitude and longitude of the POI are 40.73203 North and 73.985497 West.
 The POI is located at 219 2nd Avenue. The postcode of the POI is 10003."
1577,"The name of this POI is Rockefeller Center. The latitude and longitude of the POI are 40.758505 North and 73.979487 West.
 The POI is located at 45 Rockefeller Plaza in New York. The postcode of the POI is 10111."
1578,"The latitude and longitude of the POI are 40.758939 North and 73.979809 West.
 The POI is located at 30 Rockefeller Plaza in New York. The postcode of the POI is 10020."
1579,"The latitude and longitude of the POI are 40.759034 North and 73.979337 West.
 The POI is located at 30 Rockefeller Plaza in New York. The postcode of the POI is 10020."
1580,"The name of this POI is John F. Kennedy International Airport. The latitude and longitude of the POI are 40.645089 North and 73.784523 West.
 The postcode of the POI is 11430."
1581,"The latitude and longitude of the POI are 40.71705 North and 73.958527 West.
 The POI is located at 203 Bedford Avenue. The postcode of the POI is 11211."
1582,"The name of this POI is Spring Street. The latitude and longitude of the POI are 40.725712 North and 74.004056 West.
 The postcode of the POI is 10013."
1583,"The name of this POI is Citibank. The latitude and longitude of the POI are 40.734167 North and 73.990487 West.
 The POI is located at 52 East 14th Street in New York. The postcode of the POI is 10003."
1584,"The name of this POI is Ludlow Street. The latitude and longitude of the POI are 40.722494 North and 73.987121 West.
 The postcode of the POI is 10002."
1585,"The latitude and longitude of the POI are 40.758347 North and 73.983924 West.
 The POI is located at 147 West 46th Street. The postcode of the POI is 10036."
1586,"The name of this POI is M’Finda Kalunga Garden. The latitude and longitude of the POI are 40.720746 North and 73.992372 West.
 The postcode of the POI is 10002."
1587,"The name of this POI is Queens-Midtown Tunnel Ventilation Building. The latitude and longitude of the POI are 40.742216 North and 73.958642 West.
 The postcode of the POI is 11109."
1588,"The name of this POI is The Roosevelt Hotel. The latitude and longitude of the POI are 40.754865 North and 73.977485 West.
 The POI is located at 45 East 45th Street in New York. The postcode of the POI is 10017."
1589,"The latitude and longitude of the POI are 40.728201 North and 73.988578 West.
 The POI is located at 43 East 7th Street. The postcode of the POI is 10003."
1590,"The latitude and longitude of the POI are 40.807402 North and 73.945686 West.
 The POI is located at 288 Malcolm X Boulevard. The postcode of the POI is 10027."
1591,"The name of this POI is Parsons School of Design. The latitude and longitude of the POI are 40.734793 North and 73.992794 West.
 The postcode of the POI is 10009."
1592,"The latitude and longitude of the POI are 40.731781 North and 74.003195 West.
 The POI is located at 33 Jones Street. The postcode of the POI is 10014."
1593,"The name of this POI is Union Square. The latitude and longitude of the POI are 40.734852 North and 73.991085 West.
 The postcode of the POI is 10003."
1594,"The latitude and longitude of the POI are 40.721825 North and 73.9875 West.
 The POI is located at 175 Ludlow Street. The postcode of the POI is 10002."
1595,"The latitude and longitude of the POI are 40.714838 North and 73.943462 West.
 The POI is located at 769 Metropolitan Avenue. The postcode of the POI is 11211."
1596,"The latitude and longitude of the POI are 40.71319 North and 73.957827 West.
 The POI is located at 279 Grand Street. The postcode of the POI is 11211."
1597,"The latitude and longitude of the POI are 40.721504 North and 73.995029 West.
 The POI is located at 21 Spring Street in New York. The postcode of the POI is 10012."
1598,"The latitude and longitude of the POI are 40.733052 North and 74.004555 West.
 The POI is located at 39 Grove Street. The postcode of the POI is 10014."
1599,"The name of this POI is West 4th Street–Washington Square. The latitude and longitude of the POI are 40.732948 North and 74.000039 West.
 The postcode of the POI is 10019."
1600,"The latitude and longitude of the POI are 40.743908 North and 73.995035 West.
 The POI is located at 163 West 23rd Street. The postcode of the POI is 10011."
1601,"The name of this POI is Citi Bike - East 13th Street & Avenue A. The latitude and longitude of the POI are 40.729592 North and 73.980498 West.
 The postcode of the POI is 10009."
1602,"The name of this POI is Metropolitan Avenue–Lorimer Street. The latitude and longitude of the POI are 40.714045 North and 73.950255 West.
 The postcode of the POI is 11211."
1603,"The name of this POI is Pier 40. The latitude and longitude of the POI are 40.730348 North and 74.011126 West.
 The postcode of the POI is 10014."
1604,"The latitude and longitude of the POI are 40.718415 North and 73.955163 West.
 The POI is located at 496 Driggs Avenue. The postcode of the POI is 11211."
1605,"The latitude and longitude of the POI are 40.736588 North and 73.994834 West.
 The POI is located at 25 West 14th Street. The postcode of the POI is 10011."
1606,"The latitude and longitude of the POI are 40.734757 North and 73.983043 West.
 The POI is located at 301 East 18th Street. The postcode of the POI is 10003."
1607,"The latitude and longitude of the POI are 40.734169 North and 73.993175 West.
 The POI is located at 19 East 12th Street. The postcode of the POI is 10009."
1608,"The name of this POI is Hampton. The latitude and longitude of the POI are 40.75558 North and 73.988543 West.
 The POI is located at 220 West 41st Street in New York. The postcode of the POI is 10018."
1609,"The name of this POI is USA Super Stores. The latitude and longitude of the POI are 40.730466 North and 73.989279 West.
 The POI is located at 46 3rd Avenue. The postcode of the POI is 10003."
1610,"The latitude and longitude of the POI are 40.714899 North and 73.951449 West.
 The POI is located at 482 Union Avenue. The postcode of the POI is 11211."
1611,"The name of this POI is Columbus Circle. The latitude and longitude of the POI are 40.767924 North and 73.981944 West.
 The postcode of the POI is 10023."
1612,"The name of this POI is CityMD. The latitude and longitude of the POI are 40.678297 North and 73.973415 West.
 The POI is located at 288 Flatbush Avenue. The postcode of the POI is 11217."
1613,"The latitude and longitude of the POI are 40.743042 North and 73.996272 West.
 The POI is located at 191 7th Avenue. The postcode of the POI is 10011."
1614,"The latitude and longitude of the POI are 40.761691 North and 73.991053 West.
 The POI is located at 410 West 47th Street. The postcode of the POI is 10036."
1615,"The name of this POI is Carroll Gardens Laundromat Dry Cleaners. The latitude and longitude of the POI are 40.678808 North and 73.997522 West.
 The POI is located at 425 Court Street. The postcode of the POI is 11231."
1616,"The latitude and longitude of the POI are 40.753657 North and 73.995968 West.
 The POI is located at 440 9th Avenue in New York. The postcode of the POI is 10001."
1617,"The latitude and longitude of the POI are 40.688123 North and 73.995795 West.
 The POI is located at 40 Verandah Place. The postcode of the POI is 11201."
1618,"The latitude and longitude of the POI are 40.772361 North and 73.929188 West.
 The POI is located at 12-21 Astoria Boulevard. The postcode of the POI is 11102."
1619,"The latitude and longitude of the POI are 40.762804 North and 73.977657 West.
 The POI is located at 77 West 55th Street. The postcode of the POI is 10019."
1620,"The name of this POI is Cobble Hill Cinemas. The latitude and longitude of the POI are 40.684934 North and 73.994518 West.
 The POI is located at 265 Court Street in Brooklyn. The postcode of the POI is 11231."
1621,"The name of this POI is Terminal 4. The latitude and longitude of the POI are 40.643262 North and 73.77955 West.
 The postcode of the POI is 11430."
1622,"The name of this POI is 50th Street. The latitude and longitude of the POI are 40.761179 North and 73.98696 West.
 The postcode of the POI is 10019."
1623,"The latitude and longitude of the POI are 40.667574 North and 73.981123 West.
 The POI is located at 419 8th Street. The postcode of the POI is 11215."
1624,"The latitude and longitude of the POI are 40.742417 North and 73.980463 West.
 The POI is located at 409 3rd Avenue in New York. The postcode of the POI is 10016."
1625,"The name of this POI is The New School Arnold Hall. The latitude and longitude of the POI are 40.736462 North and 73.996475 West.
 The POI is located at 55 West 13th Street in New York. The postcode of the POI is 10011."
1626,"The name of this POI is Wollman Rink. The latitude and longitude of the POI are 40.767899 North and 73.97438 West.
 The postcode of the POI is 10153."
1627,"The latitude and longitude of the POI are 40.759412 North and 73.991781 West.
 The POI is located at 610 9th Avenue. The postcode of the POI is 10036."
1628,"The name of this POI is Dokébi. The latitude and longitude of the POI are 40.714212 North and 73.96027 West.
 The POI is located at 199 Grand Street in Brooklyn. The postcode of the POI is 11211."
1629,"The latitude and longitude of the POI are 40.730169 North and 74.004767 West.
 The POI is located at 15 7th Avenue South in New York. The postcode of the POI is 10014."
1630,"The latitude and longitude of the POI are 40.729374 North and 73.985761 West.
 The POI is located at 217 East 10th Street. The postcode of the POI is 10003."
1631,"The latitude and longitude of the POI are 40.72317 North and 74.002764 West.
 The POI is located at 497 Broome Street. The postcode of the POI is 10013."
1632,"The latitude and longitude of the POI are 40.725161 North and 73.999658 West.
 The POI is located at 116 Prince Street. The postcode of the POI is 10012."
1633,"The latitude and longitude of the POI are 40.731356 North and 73.988671 West.
 The POI is located at 127 East 11th Street. The postcode of the POI is 10003."
1634,"The latitude and longitude of the POI are 40.722452 North and 73.988789 West.
 The postcode of the POI is 10002."
1635,"The latitude and longitude of the POI are 40.721736 North and 73.995936 West.
 The POI is located at 36 Spring Street. The postcode of the POI is 10012."
1636,"The latitude and longitude of the POI are 40.717542 North and 73.957933 West.
 The POI is located at 191 Bedford Avenue. The postcode of the POI is 11211."
1637,"The latitude and longitude of the POI are 40.731055 North and 73.982782 West.
 The POI is located at 233 1st Avenue. The postcode of the POI is 10003."
1638,"The latitude and longitude of the POI are 40.747002 North and 73.952798 West.
 The POI is located at 45-58 Vernon Boulevard. The postcode of the POI is 11101."
1639,"The name of this POI is Le Dive. The latitude and longitude of the POI are 40.714614 North and 73.991063 West.
 The POI is located at 37 Canal Street. The postcode of the POI is 10002."
1640,"The latitude and longitude of the POI are 40.738655 North and 73.993903 West.
 The POI is located at 33 West 17th Street. The postcode of the POI is 10011."
1641,"The name of this POI is 2 Park Avenue. The latitude and longitude of the POI are 40.746135 North and 73.982792 West.
 The POI is located at 2 Park Avenue in New York. The postcode of the POI is 10016."
1642,"The latitude and longitude of the POI are 40.726377 North and 73.984108 West.
 The POI is located at 125 East 7th Street. The postcode of the POI is 10009."
1643,"The latitude and longitude of the POI are 40.69007 North and 73.993583 West.
 The POI is located at 183 Atlantic Avenue. The postcode of the POI is 11201."
1644,"The latitude and longitude of the POI are 40.724859 North and 73.9783 West.
 The POI is located at 131 Avenue C. The postcode of the POI is 10009."
1645,"The latitude and longitude of the POI are 40.739258 North and 73.988135 West.
 The POI is located at 47 East 21st Street in New York. The postcode of the POI is 10010."
1646,"The latitude and longitude of the POI are 40.732332 North and 73.987942 West.
 The POI is located at 98 3rd Avenue. The postcode of the POI is 10003."
1647,"The latitude and longitude of the POI are 40.738084 North and 73.99064 West.
 The POI is located at 17 East 18th Street. The postcode of the POI is 10003."
1648,"The name of this POI is Neue Galerie New York. The latitude and longitude of the POI are 40.781338 North and 73.960358 West.
 The POI is located at 1048 5th Avenue in New York. The postcode of the POI is 10028."
1649,"The latitude and longitude of the POI are 40.745877 North and 73.977806 West.
 The POI is located at 509 3rd Avenue. The postcode of the POI is 10016."
1650,"The latitude and longitude of the POI are 40.767003 North and 73.983484 West.
 The POI is located at 313 West 57th Street. The postcode of the POI is 10019."
1651,"The latitude and longitude of the POI are 40.686541 North and 73.993859 West.
 The POI is located at 219 Court Street. The postcode of the POI is 11201."
1652,"The latitude and longitude of the POI are 40.739258 North and 73.986332 West.
 The POI is located at 102 East 22nd Street. The postcode of the POI is 10010."
1653,"The latitude and longitude of the POI are 40.717021 North and 73.962975 West.
 The POI is located at 225 Wythe Avenue. The postcode of the POI is 11249."
1654,"The name of this POI is Village East Cinema. The latitude and longitude of the POI are 40.73097 North and 73.985965 West.
 The POI is located at 181-189 2nd Avenue in New York. The postcode of the POI is 10003."
1655,"The latitude and longitude of the POI are 40.764937 North and 73.96988 West.
 The POI is located at 27 East 61st Street. The postcode of the POI is 10065."
1656,"The latitude and longitude of the POI are 40.721215 North and 73.987393 West.
 The POI is located at 164 Ludlow Street. The postcode of the POI is 10002."
1657,"The latitude and longitude of the POI are 40.717355 North and 74.010437 West.
 The POI is located at 190A Duane Street. The postcode of the POI is 10013."
1658,"The name of this POI is Columbus Circle. The latitude and longitude of the POI are 40.768324 North and 73.981881 West.
 The postcode of the POI is 10023."
1659,"The latitude and longitude of the POI are 40.726833 North and 73.983415 West.
 The POI is located at 121 Saint Marks Place. The postcode of the POI is 10009."
1660,"The name of this POI is Scores. The latitude and longitude of the POI are 40.751422 North and 74.003448 West.
 The postcode of the POI is 10001."
1661,"The name of this POI is Park Central Hotel. The latitude and longitude of the POI are 40.764811 North and 73.980904 West.
 The POI is located at 860 7th Avenue in New York. The postcode of the POI is 10019."
1662,"The latitude and longitude of the POI are 40.6778 North and 73.99794 West.
 The POI is located at 101 4th Place. The postcode of the POI is 11231."
1663,"The name of this POI is Atlantic Avenue - Barclays Center (2,3). The latitude and longitude of the POI are 40.684563 North and 73.977617 West.
 The postcode of the POI is 11227."
1664,"The latitude and longitude of the POI are 40.742673 North and 73.992276 West.
 The POI is located at 56 West 23rd Street. The postcode of the POI is 10010."
1665,"The latitude and longitude of the POI are 40.741758 North and 73.999167 West.
 The POI is located at 231 West 18th Street. The postcode of the POI is 10011."
1666,"The latitude and longitude of the POI are 40.736735 North and 73.989761 West.
 The postcode of the POI is 10003."
1667,"The name of this POI is Zazzy's Pizza. The latitude and longitude of the POI are 40.736657 North and 74.001331 West.
 The POI is located at 73 Greenwich Avenue in New York. The postcode of the POI is 10014."
1668,"The latitude and longitude of the POI are 40.714958 North and 73.944451 West.
 The POI is located at 358 Graham Avenue. The postcode of the POI is 11211."
1669,"The latitude and longitude of the POI are 40.767745 North and 73.983666 West.
 The POI is located at 316 West 58th Street. The postcode of the POI is 10019."
1670,"The latitude and longitude of the POI are 40.762858 North and 73.971619 West.
 The POI is located at 36 East 58th Street. The postcode of the POI is 10022."
1671,"The latitude and longitude of the POI are 40.772423 North and 73.960737 West.
 The POI is located at 1057 Lexington Avenue. The postcode of the POI is 10021."
1672,"The name of this POI is Jefferson Street. The latitude and longitude of the POI are 40.706478 North and 73.922879 West.
 The postcode of the POI is 11237."
1673,"The name of this POI is Lincoln Center for the Performing Arts. The latitude and longitude of the POI are 40.773649 North and 73.984022 West.
 The POI is located at 10 Lincoln Center Plaza in New York. The postcode of the POI is 10023."
1674,"The name of this POI is Bar Velo. The latitude and longitude of the POI are 40.707043 North and 73.954377 West.
 The POI is located at 394 Broadway. The postcode of the POI is 11211."
1675,"The name of this POI is Rockmeisha Izakaya. The latitude and longitude of the POI are 40.732817 North and 74.002483 West.
 The postcode of the POI is 10014."
1676,"The latitude and longitude of the POI are 40.731987 North and 73.983804 West.
 The POI is located at 325 East 14th Street in New York. The postcode of the POI is 10003."
1677,"The latitude and longitude of the POI are 40.723711 North and 73.992911 West.
 The POI is located at 276 Bowery. The postcode of the POI is 10012."
1678,"The latitude and longitude of the POI are 40.721007 North and 73.987106 West.
 The POI is located at 116 Stanton Street. The postcode of the POI is 10002."
1679,"The name of this POI is Hemisphere House. The latitude and longitude of the POI are 40.764023 North and 73.977146 West.
 The postcode of the POI is 10019."
1680,"The latitude and longitude of the POI are 40.722546 North and 73.986134 West.
 The POI is located at 9 Avenue A. The postcode of the POI is 10009."
1681,"The latitude and longitude of the POI are 40.77666 North and 73.955617 West.
 The POI is located at 1458 3rd Avenue. The postcode of the POI is 10028."
1682,"The name of this POI is New York University. The latitude and longitude of the POI are 40.730476 North and 73.996078 West.
 The postcode of the POI is 10012."
1683,"The name of this POI is BAM Peter Jay Sharp Building. The latitude and longitude of the POI are 40.686642 North and 73.977749 West.
 The POI is located at 30 Lafayette Avenue. The postcode of the POI is 11217."
1684,"The latitude and longitude of the POI are 40.72157 North and 73.94249 West.
 The POI is located at 579 Meeker Avenue. The postcode of the POI is 11222."
1685,"The latitude and longitude of the POI are 40.724276 North and 73.98288 West.
 The POI is located at 533 East 5th Street. The postcode of the POI is 10009."
1686,"The latitude and longitude of the POI are 40.708766 North and 73.957752 West.
 The POI is located at 168 Marcy Avenue. The postcode of the POI is 11211."
1687,"The name of this POI is Local. The latitude and longitude of the POI are 40.751516 North and 73.993521 West.
 The POI is located at 1 Pennsylvania Plaza in New York. The postcode of the POI is 10119."
1688,"The name of this POI is Cafe 82. The latitude and longitude of the POI are 40.785871 North and 73.978286 West.
 The POI is located at 2282 Broadway in New York. The postcode of the POI is 10024."
1689,"The name of this POI is Sereneco. The latitude and longitude of the POI are 40.729985 North and 73.957734 West.
 The postcode of the POI is 11222."
1690,"The name of this POI is General Electric Building. The latitude and longitude of the POI are 40.756946 North and 73.972199 West.
 The POI is located at 570 Lexington Avenue in New York. The postcode of the POI is 10037."
1691,"The name of this POI is Farook's Halal Cart. The latitude and longitude of the POI are 40.733758 North and 73.988277 West.
 The postcode of the POI is 10003."
1692,"The latitude and longitude of the POI are 40.757502 North and 73.984687 West.
 The POI is located at 150 West 45th Street. The postcode of the POI is 10036."
1693,"The latitude and longitude of the POI are 40.738266 North and 73.991132 West.
 The POI is located at 8 East 18th Street. The postcode of the POI is 10003."
1694,"The latitude and longitude of the POI are 40.774599 North and 73.954345 West.
 The POI is located at 1557 2nd Avenue. The postcode of the POI is 10028."
1695,"The name of this POI is Lafayette Hall. The latitude and longitude of the POI are 40.717316 North and 74.001892 West.
 The POI is located at 80 Lafayette Street. The postcode of the POI is 10013."
1696,"The name of this POI is Roebling Sporting Club. The latitude and longitude of the POI are 40.716848 North and 73.954664 West.
 The POI is located at 225 North 8th Street in Brooklyn. The postcode of the POI is 11211."
1697,"The name of this POI is Columbus Circle. The latitude and longitude of the POI are 40.767937 North and 73.981697 West.
 The postcode of the POI is 10023."
1698,"The latitude and longitude of the POI are 40.738114 North and 74.001967 West.
 The POI is located at 102 Greenwich Avenue. The postcode of the POI is 10011."
1699,"The latitude and longitude of the POI are 40.785572 North and 73.976527 West.
 The POI is located at 475 Amsterdam Avenue. The postcode of the POI is 10024."
1700,"The name of this POI is Gagosian. The latitude and longitude of the POI are 40.749582 North and 74.005998 West.
 The POI is located at 555 West 24th Street. The postcode of the POI is 10011."
1701,"The name of this POI is 425 Fifth Avenue. The latitude and longitude of the POI are 40.75091 North and 73.982065 West.
 The POI is located at 425 Fifth Avenue in New York. The postcode of the POI is 10018."
1702,"The name of this POI is Matto Espresso. The latitude and longitude of the POI are 40.745135 North and 73.978742 West.
 The POI is located at 164 East 33rd Street. The postcode of the POI is 10016."
1703,"The latitude and longitude of the POI are 40.719303 North and 73.842489 West.
 The POI is located at 72-19 Austin Street. The postcode of the POI is 11375."
1704,"The latitude and longitude of the POI are 40.680741 North and 73.977489 West.
 The POI is located at 65 5th Avenue. The postcode of the POI is 11217."
1705,"The name of this POI is San Pedro Inn. The latitude and longitude of the POI are 40.679015 North and 74.011045 West.
 The POI is located at 320 Van Brunt Street. The postcode of the POI is 11231."
1706,"The name of this POI is CitySpire Center. The latitude and longitude of the POI are 40.764366 North and 73.979733 West.
 The POI is located at 150-156 West 56th Street in New York. The postcode of the POI is 10019."
1707,"The name of this POI is Pier 41. The latitude and longitude of the POI are 40.676755 North and 74.017799 West.
 The POI is located at 175 Van Dyke Street in Brooklyn. The postcode of the POI is 11231."
1708,"The name of this POI is Public Theater. The latitude and longitude of the POI are 40.729297 North and 73.991855 West.
 The POI is located at 425 Lafayette Street in New York. The postcode of the POI is 10003."
1709,"The latitude and longitude of the POI are 40.761073 North and 73.993928 West.
 The POI is located at 459 West 44th Street. The postcode of the POI is 10036."
1710,"The name of this POI is New York University - Brooklyn campus. The latitude and longitude of the POI are 40.694043 North and 73.986759 West.
 The postcode of the POI is 11242."
1711,"The latitude and longitude of the POI are 40.713733 North and 73.945947 West.
 The POI is located at 294 Manhattan Avenue. The postcode of the POI is 11211."
1712,"The latitude and longitude of the POI are 40.762881 North and 73.984045 West.
 The POI is located at 236 West 52nd Street. The postcode of the POI is 10019."
1713,"The name of this POI is Juice Generation. The latitude and longitude of the POI are 40.723891 North and 73.996801 West.
 The POI is located at 69 Prince Street in New York. The postcode of the POI is 10012."
1714,"The name of this POI is Dave & Buster's. The latitude and longitude of the POI are 40.756717 North and 73.988585 West.
 The POI is located at 234 West 42nd Street. The postcode of the POI is 10036."
1715,"The latitude and longitude of the POI are 40.738917 North and 74.000343 West.
 The POI is located at 215 West 14th Street. The postcode of the POI is 10011."
1716,"The name of this POI is US Air Force. The latitude and longitude of the POI are 40.678935 North and 73.973777 West.
 The POI is located at 276 Flatbush Avenue. The postcode of the POI is 11217."
1717,"The name of this POI is 1150 Broadway. The latitude and longitude of the POI are 40.744215 North and 73.988538 West.
 The POI is located at 1150 Broadway in New York. The postcode of the POI is 10001."
1718,"The latitude and longitude of the POI are 40.722133 North and 73.986593 West.
 The POI is located at 225 East Houston Street. The postcode of the POI is 10002."
1719,"The latitude and longitude of the POI are 40.762835 North and 73.927098 West.
 The postcode of the POI is 11373."
1720,"The latitude and longitude of the POI are 40.670107 North and 73.978983 West.
 The POI is located at 228 7th Avenue. The postcode of the POI is 11215."
1721,"The latitude and longitude of the POI are 40.699956 North and 73.993567 West.
 The POI is located at 59 Hicks Street. The postcode of the POI is 11201."
1722,"The name of this POI is Amai Bā. The latitude and longitude of the POI are 40.69872 North and 73.992372 West.
 The POI is located at 70 Henry Street. The postcode of the POI is 11201."
1723,"The latitude and longitude of the POI are 40.747605 North and 73.98245 West.
 The POI is located at 45 East 34th Street. The postcode of the POI is 10016."
1724,"The latitude and longitude of the POI are 40.674202 North and 74.016706 West.
 The POI is located at 485 Van Brunt Street. The postcode of the POI is 11231."
1725,"The latitude and longitude of the POI are 40.779367 North and 73.91542 West.
 The POI is located at 23-18 Ditmars Boulevard. The postcode of the POI is 11105."
1726,"The name of this POI is Bedford Avenue. The latitude and longitude of the POI are 40.717685 North and 73.957506 West.
 The postcode of the POI is 11211."
1727,"The latitude and longitude of the POI are 40.694485 North and 73.93044 West.
 The POI is located at 1089 Broadway in Brooklyn. The postcode of the POI is 11221."
1728,"The latitude and longitude of the POI are 40.763919 North and 73.97314 West.
 The postcode of the POI is 10153."
1729,"The latitude and longitude of the POI are 40.710215 North and 73.962836 West.
 The POI is located at 158 Broadway. The postcode of the POI is 11211."
1730,"The latitude and longitude of the POI are 40.76193 North and 73.911139 West.
 The POI is located at 30-02 45th Street. The postcode of the POI is 11103."
1731,"The name of this POI is 1 Hotel Central Park. The latitude and longitude of the POI are 40.764828 North and 73.976446 West.
 The POI is located at 1414 6th Avenue in New York. The postcode of the POI is 10019."
1732,"The name of this POI is Bloomberg Tower. The latitude and longitude of the POI are 40.761732 North and 73.967986 West.
 The postcode of the POI is 10037."
1733,"The name of this POI is Georgetown Plaza. The latitude and longitude of the POI are 40.730708 North and 73.992888 West.
 The postcode of the POI is 10003."
1734,"The name of this POI is Union Hall. The latitude and longitude of the POI are 40.676252 North and 73.980153 West.
 The POI is located at 702 Union Street. The postcode of the POI is 11215."
1735,"The name of this POI is Hudson Theatre. The latitude and longitude of the POI are 40.757206 North and 73.984389 West.
 The POI is located at 141 West 44th Street in New York. The postcode of the POI is 10036."
1736,"The latitude and longitude of the POI are 40.711295 North and 73.961444 West.
 The POI is located at 791 Driggs Avenue. The postcode of the POI is 11211."
1737,"The latitude and longitude of the POI are 40.719328 North and 73.985633 West.
 The POI is located at 150 Rivington Street in New York. The postcode of the POI is 10002."
1738,"The name of this POI is Bronx Zoo. The latitude and longitude of the POI are 40.848521 North and 73.877762 West.
 The POI is located at 2300 Southern Boulevard in Bronx. The postcode of the POI is 10460."
1739,"The name of this POI is Break Bar. The latitude and longitude of the POI are 40.754528 North and 73.995624 West.
 The POI is located at 458 9th Avenue. The postcode of the POI is 10018."
1740,"The latitude and longitude of the POI are 40.689806 North and 73.972204 West.
 The POI is located at 266 Carlton Avenue. The postcode of the POI is 11205."
1741,"The name of this POI is Delmonico Plaza. The latitude and longitude of the POI are 40.763289 North and 73.970615 West.
 The POI is located at 55 East 59th Street. The postcode of the POI is 10022."
1742,"The latitude and longitude of the POI are 40.733612 North and 73.993107 West.
 The POI is located at 86 University Place. The postcode of the POI is 10003."
1743,"The latitude and longitude of the POI are 40.735487 North and 74.003321 West.
 The POI is located at 259 West 4th Street. The postcode of the POI is 10014."
1744,"The latitude and longitude of the POI are 40.730192 North and 73.984171 West.
 The POI is located at 185 1st Avenue. The postcode of the POI is 10003."
1745,"The latitude and longitude of the POI are 40.701555 North and 74.014681 West.
 The postcode of the POI is 10004."
1746,"The name of this POI is Emily - West Village. The latitude and longitude of the POI are 40.729335 North and 74.003691 West.
 The POI is located at 35 Downing Street. The postcode of the POI is 10014."
1747,"The name of this POI is Whitestone Lanes. The latitude and longitude of the POI are 40.770369 North and 73.833618 West.
 The POI is located at 30-05 Farrington Street. The postcode of the POI is 11354."
1748,"The latitude and longitude of the POI are 40.714482 North and 73.957302 West.
 The POI is located at 314 Metropolitan Avenue. The postcode of the POI is 11211."
1749,"The latitude and longitude of the POI are 40.742536 North and 74.004153 West.
 The POI is located at 88 9th Avenue in New York. The postcode of the POI is 10011."
1750,"The name of this POI is Hotel Gansevoort. The latitude and longitude of the POI are 40.739977 North and 74.005697 West.
 The POI is located at 18 9th Avenue in New York. The postcode of the POI is 10014."
1751,"The latitude and longitude of the POI are 40.682127 North and 73.9796 West.
 The POI is located at 67 4th Avenue. The postcode of the POI is 11217."
1752,"The latitude and longitude of the POI are 40.736755 North and 73.995216 West.
 The POI is located at 31 West 14th Street. The postcode of the POI is 10011."
1753,"The latitude and longitude of the POI are 40.724941 North and 74.00258 West.
 The postcode of the POI is 10012."
1754,"The name of this POI is Barney Building. The latitude and longitude of the POI are 40.729614 North and 73.988039 West.
 The POI is located at 227 East 9th Street. The postcode of the POI is 10003."
1755,"The name of this POI is Killmeyer's Old Bavaria Inn. The latitude and longitude of the POI are 40.538456 North and 74.237029 West.
 The POI is located at 4256 Arthur Kill Road. The postcode of the POI is 10307."
1756,"The latitude and longitude of the POI are 40.691035 North and 73.996139 West.
 The POI is located at 302 Henry Street. The postcode of the POI is 11201."
1757,"The latitude and longitude of the POI are 40.768743 North and 73.987769 West.
 The POI is located at 442 West 57th Street in New York. The postcode of the POI is 10019."
1758,"The name of this POI is Vezzo. The latitude and longitude of the POI are 40.744489 North and 73.981322 West.
 The POI is located at 178 Lexington Avenue. The postcode of the POI is 10016."
1759,"The name of this POI is Tower 53. The latitude and longitude of the POI are 40.763077 North and 73.981418 West.
 The postcode of the POI is 10019."
1760,"The name of this POI is 355 Lexington Avenue. The latitude and longitude of the POI are 40.750164 North and 73.976793 West.
 The POI is located at 355 Lexington Avenue in New York. The postcode of the POI is 10017."
1761,"The name of this POI is Fendi. The latitude and longitude of the POI are 40.762442 North and 73.972365 West.
 The postcode of the POI is 10037."
1762,"The latitude and longitude of the POI are 40.730083 North and 74.000607 West.
 The POI is located at 115 Mac Dougal Street. The postcode of the POI is 10012."
1763,"The name of this POI is Fort Jay. The latitude and longitude of the POI are 40.691182 North and 74.016781 West.
 The postcode of the POI is 10004."
1764,"The latitude and longitude of the POI are 40.634824 North and 74.109713 West.
 The POI is located at 819 Castleton Avenue. The postcode of the POI is 10310."
1765,"The latitude and longitude of the POI are 40.675204 North and 73.981468 West.
 The POI is located at 607 Carroll Street. The postcode of the POI is 11215."
1766,"The name of this POI is TD Bank. The latitude and longitude of the POI are 40.674293 North and 73.981892 West.
 The postcode of the POI is 11209."
1767,"The latitude and longitude of the POI are 40.711223 North and 74.008155 West.
 The postcode of the POI is 10008."
1768,"The latitude and longitude of the POI are 40.719947 North and 73.997026 West.
 The POI is located at 172 Mulberry Street. The postcode of the POI is 10013."
1769,"The name of this POI is Stop One Deli & Grocery. The latitude and longitude of the POI are 40.688462 North and 73.96271 West.
 The POI is located at 320 Lafayette Avenue. The postcode of the POI is 11238."
1770,"The name of this POI is Salt & Pepper Restaurant. The latitude and longitude of the POI are 40.749974 North and 73.990185 West.
 The POI is located at 139 West 33rd Street. The postcode of the POI is 10001."
1771,"The latitude and longitude of the POI are 40.744159 North and 73.995741 West.
 The POI is located at 203 West 23rd Street. The postcode of the POI is 10011."
